skupina_diagnoz;kod_hlavnej_diagnozy;nazov_diagnozy
Reumatologické ochorenia;m302;Juvenilná polyarteritída
Reumatologické ochorenia;m303;Mukokutánny uzlinový syndróm [Kawasakiho choroba]
Reumatologické ochorenia;m308;Iné choroby príbuzné polyarteriitis nodosa
Reumatologické ochorenia;m310;Hypersenzitívna vaskulitída
Reumatologické ochorenia;m313;Wegenerova granulomatóza
Reumatologické ochorenia;m314;Syndróm aortálneho oblúka [Takayasu syndrom]
Reumatologické ochorenia;m315;Obrovskobunková arteriitída s polymyalgia rheumatica
Reumatologické ochorenia;m316;Iná obrovskobunková arteriitída
Reumatologické ochorenia;m317;Mikroskopická polyangiitída
Reumatologické ochorenia;m318;Iná nekrotizujúca vaskulopatia, bližšie určená
Reumatologické ochorenia;m319;Nekrotizujúca vaskulopatia, bližšie neurčená
Reumatologické ochorenia;m320;Lupus erythematosus, zapríčinený liekmi
Reumatologické ochorenia;m321;Systémový lupus erythematosus s postihnutím orgánov alebo systémov
Reumatologické ochorenia;m328;Iná forma systémového lupus erythematosus
Reumatologické ochorenia;m329;Systémový lupus erythematosus, bližšie neurčený
Reumatologické ochorenia;m330;Juvenilná dermatomyozitída
Reumatologické ochorenia;m331;Iná dermatomyozitída
Reumatologické ochorenia;m332;Polymyozitída
Reumatologické ochorenia;m339;Dermatopolymyozitída, bližšie neurčená
Reumatologické ochorenia;m340;Progresívna systémová skleróza
Reumatologické ochorenia;m341;Syndróm CR(E)ST
Reumatologické ochorenia;m342;Systémová skleróza, zapríčinená liekmi alebo chemickými látkami
Reumatologické ochorenia;m348;Iná forma systémovej sklerózy
Reumatologické ochorenia;m349;Systémová skleróza, bližšie neurčená
Reumatologické ochorenia;m350;Sicca syndróm [Sjögren syndrom]
Reumatologické ochorenia;m351;Iné prekrývajúce sa syndrómy
Reumatologické ochorenia;m352;Behçetova choroba
Reumatologické ochorenia;m353;Polymyalgia rheumatica
Reumatologické ochorenia;m354;Difúzna (eozinofilná) fasciitída
Reumatologické ochorenia;m355;Multifokálna fibroskleróza
Reumatologické ochorenia;m357;Syndróm hypermobility
Reumatologické ochorenia;m358;Iné systémové postihnutie spojiva, bližšie určené
Reumatologické ochorenia;m359;Systémové postihnutie spojiva, bližšie neurčené
Reumatologické ochorenia;m4500;Ankylozujúca spondylitída na viacerých miestach chrbtice
Reumatologické ochorenia;m4501;Ankylozujúca spondylitída okcipito-atlanto-axiálnej oblasti
Reumatologické ochorenia;m4502;Ankylozujúca spondylitída krčnej oblasti
Reumatologické ochorenia;m4503;Ankylozujúca spondylitída krčnohrudníkovej oblasti
Reumatologické ochorenia;m4504;Ankylozujúca spondylitída hrudníkovej oblasti
Reumatologické ochorenia;m4505;Ankylozujúca spondylitída hrudníkovodriekovej oblasti
Reumatologické ochorenia;m4506;Ankylozujúca spondylitída driekovej oblasti
Reumatologické ochorenia;m4507;Ankylozujúca spondylitída driekovokrížovej oblasti
Reumatologické ochorenia;m4508;Ankylozujúca spondylitída krížovej a krížovokostrčovej oblasti
Reumatologické ochorenia;m4509;Ankylozujúca spondylitída: oblasť bližšie neurčená
Reumatologické ochorenia;m461;Sakroilitída, nezatriedená inde
Reumatologické ochorenia;m4680;Iná zápalová spondylopatia, bližšie určená, na viacerých miestach chrbtice
Reumatologické ochorenia;m4681;Iná zápalová spondylopatia, bližšie určená: okcipito-atlanto-axiálnej oblasti
Reumatologické ochorenia;m4682;Iná zápalová spondylopatia, bližšie určená: krčnej oblasti
Reumatologické ochorenia;m4683;Iná zápalová spondylopatia, bližšie určená: krčnohrudníkovej oblasti
Reumatologické ochorenia;m4684;Iná zápalová spondylopatia, bližšie určená: hrudníkovej oblasti
Reumatologické ochorenia;m4685;Iná zápalová spondylopatia, bližšie určená: hrudníkovodriekovej oblasti
Reumatologické ochorenia;m4686;Iná zápalová spondylopatia, bližšie určená: driekovej oblasti
Reumatologické ochorenia;m4687;Iná zápalová spondylopatia, bližšie určená: driekovokrížovej oblasti
Reumatologické ochorenia;m4688;Iná zápalová spondylopatia, bližšie určená: krížovej a krížovokostrčovej oblasti
Reumatologické ochorenia;m4689;Iná zápalová spondylopatia, bližšie určená:: oblasť bližšie neurčená
Reumatologické ochorenia;m4690;Zápalová spondylopatia, bližšie neurčená, na viacerých miestach chrbtice
Reumatologické ochorenia;m4691;Zápalová spondylopatia, bližšie neurčená: okcipito-atlanto-axiálnej oblasti
Reumatologické ochorenia;m4692;Zápalová spondylopatia, bližšie neurčená: krčnej oblasti
Reumatologické ochorenia;m4693;Zápalová spondylopatia, bližšie neurčená: krčnohrudníkovej oblasti
Reumatologické ochorenia;m4694;Zápalová spondylopatia, bližšie neurčená: hrudníkovej oblasti
Reumatologické ochorenia;m4695;Zápalová spondylopatia, bližšie neurčená: hrudníkovodriekovej oblasti
Reumatologické ochorenia;m4696;Zápalová spondylopatia, bližšie neurčená: driekovej oblasti
Reumatologické ochorenia;m4697;Zápalová spondylopatia, bližšie neurčená: driekovokrížovej oblasti
Reumatologické ochorenia;m4698;Zápalová spondylopatia, bližšie neurčená: krížovej a krížovokostrčovej oblasti
Reumatologické ochorenia;m4699;Zápalová spondylopatia, bližšie neurčená: oblasť bližšie neurčená
Reumatologické ochorenia;m7900;Reumatizmus, bližšie neurčený, na viacerých miestach
Reumatologické ochorenia;m7901;Reumatizmus, bližšie neurčený, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Reumatologické ochorenia;m7902;Reumatizmus, bližšie neurčený, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)
Reumatologické ochorenia;m7903;Reumatizmus, bližšie neurčený, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
Reumatologické ochorenia;m7904;Reumatizmus, bližšie neurčený, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)
Reumatologické ochorenia;m7905;Reumatizmus, bližšie neurčený, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)
Reumatologické ochorenia;m7906;Reumatizmus, bližšie neurčený, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)
Reumatologické ochorenia;m7907;Reumatizmus, bližšie neurčený, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Reumatologické ochorenia;m7908;Reumatizmus, bližšie neurčený, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)
Reumatologické ochorenia;m7909;Reumatizmus, bližšie neurčený, miesto bližšie neurčené
Reumatologické ochorenia;m8030;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou na viacerých miestach
Reumatologické ochorenia;m8031;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)
Reumatologické ochorenia;m8032;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou nadlaktia (ramenná kosť, lakťový kĺb)
Reumatologické ochorenia;m8033;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)
Reumatologické ochorenia;m8034;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)
Reumatologické ochorenia;m8035;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)
Reumatologické ochorenia;m8036;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou predkolenia (ihlica, píšťala, kolenný kĺb)
Reumatologické ochorenia;m8037;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)
Reumatologické ochorenia;m8038;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)
Reumatologické ochorenia;m8039;Pooperačná malabsorpčná osteoporóza s patologickou zlomeninou, miesto bližšie neurčené
Rôzne ochorenia GIT;k222;Nepriechodnosť pažeráka
Rôzne ochorenia GIT;k315;Nepriechodnosť dvanástnika
Rôzne ochorenia GIT;k317;Polyp žalúdka a dvanástnika
Rôzne ochorenia GIT;k627;Radiačná proktitída
Skleróza multiplex;g350;Roztrúsená skleróza, prvá manifestácia
Skleróza multiplex;g3510;Roztrúsená skleróza s relaps-remitujúcim priebehom, bez prejavov relapsu alebo progresie
Skleróza multiplex;g3511;Roztrúsená skleróza s relaps-remitujúcim priebehom, s prejavmi relapsu alebo progresie
Skleróza multiplex;g3520;Roztrúsená skleróza s primárne progresívnym priebehom, bez prejavov relapsu alebo progresie
Skleróza multiplex;g3521;Roztrúsená skleróza s primárne progresívnym priebehom, s prejavmi relapsu alebo progresie
Skleróza multiplex;g3530;Roztrúsená skleróza so sekundárne progresívnym priebehom, bez prejavov relapsu alebo progresie
Skleróza multiplex;g3531;Roztrúsená skleróza so sekundárne progresívnym priebehom, s prejavmi relapsu alebo progresie
Skleróza multiplex;g359;Roztrúsená skleróza, bližšie neurčená
Skleróza multiplex;g360;Neuromyelitis optica [Devicova choroba]
Skleróza multiplex;g361;Akútna a subakútna hemoragická leukoencefalitída [Hurstova choroba]
Skleróza multiplex;g368;Iná akútna roztrúsená demyelinizácia, bližšie určená
Skleróza multiplex;g369;Akútna roztrúsená demyelinizácia, bližšie neurčená
Skleróza multiplex;g370;Difúzna skleróza centrálnej nervovej sústavy [Schilderova choroba]
Skleróza multiplex;g371;Centrálna demyelinizácia corpus callosum
Skleróza multiplex;g372;Centrálna pontínna myelinolýza
Skleróza multiplex;g373;Akútna priečna myelitída pri demyelinizačnej chorobe centrálnej nervovej sústavy
Skleróza multiplex;g374;Subakútna nekrotizujúca myelitída
Skleróza multiplex;g375;Koncentrická skleróza centrálnej nervovej sústavy [Balóova choroba]
Skleróza multiplex;g378;Iná demyelinizačná choroba centrálnej nervovej sústavy, bližšie určená
Skleróza multiplex;g379;Demyelinizačná choroba centrálnej nervovej sústavy, bližšie neurčená
Skupina onkologických diagnóz 001;c150;Zhubný nádor krčnej časti pažeráka
Skupina onkologických diagnóz 001;c151;Zhubný nádor hrudníkovej časti pažeráka
Skupina onkologických diagnóz 001;c152;Zhubný nádor brušnej časti pažeráka
Skupina onkologických diagnóz 001;c153;Zhubný nádor hornej tretiny pažeráka
Skupina onkologických diagnóz 001;c154;Zhubný nádor strednej tretiny pažeráka
Skupina onkologických diagnóz 001;c155;Zhubný nádor dolnej tretiny pažeráka
Skupina onkologických diagnóz 001;c158;Zhubný nádor pažeráka presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c159;Zhubný nádor pažeráka, bližšie neurčený
Skupina onkologických diagnóz 001;c160;Zhubný nádor kardie
Skupina onkologických diagnóz 001;c161;Zhubný nádor fundu žalúdka
Skupina onkologických diagnóz 001;c162;Zhubný nádor tela žalúdka
Skupina onkologických diagnóz 001;c163;Zhubný nádor antra pyloru
Skupina onkologických diagnóz 001;c164;Zhubný nádor pyloru
Skupina onkologických diagnóz 001;c165;Zhubný nádor malej kurvatúry žalúdka, bližšie neurčený
Skupina onkologických diagnóz 001;c166;Zhubný nádor veľkej kurvatúry žalúdka, bližšie neurčený
Skupina onkologických diagnóz 001;c168;Zhubný nádor žalúdka presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c169;Zhubný nádor žalúdka, bližšie neurčený
Skupina onkologických diagnóz 001;c170;Zhubný nádor dvanástnika
Skupina onkologických diagnóz 001;c171;Zhubný nádor jejúna
Skupina onkologických diagnóz 001;c172;Zhubný nádor ilea
Skupina onkologických diagnóz 001;c173;Zhubný nádor Meckelovho divertikula
Skupina onkologických diagnóz 001;c178;Zhubný nádor tenkého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c179;Zhubný nádor tenkého čreva, bližšie neurčený
Skupina onkologických diagnóz 001;c180;Zhubný nádor slepého čreva
Skupina onkologických diagnóz 001;c181;Zhubný nádor červovitého prívesku slepého čreva
Skupina onkologických diagnóz 001;c182;Zhubný nádor vzostupnej časti hrubého čreva
Skupina onkologických diagnóz 001;c183;Zhubný nádor pečeňového ohybu hrubého čreva
Skupina onkologických diagnóz 001;c184;Zhubný nádor priečnej časti hrubého čreva
Skupina onkologických diagnóz 001;c185;Zhubný nádor slezinového ohybu hrubého čreva
Skupina onkologických diagnóz 001;c186;Zhubný nádor zostupnej časti hrubého čreva
Skupina onkologických diagnóz 001;c187;Zhubný nádor esovitej časti hrubého čreva
Skupina onkologických diagnóz 001;c188;Zhubný nádor hrubého čreva presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c189;Zhubný nádor hrubého čreva, bližšie neurčený
Skupina onkologických diagnóz 001;c19;Zhubný nádor rektosigmoidového spojenia hrubého čreva
Skupina onkologických diagnóz 001;c20;Zhubný nádor konečníka
Skupina onkologických diagnóz 001;c210;Zhubný nádor anusu, bližšie neurčený
Skupina onkologických diagnóz 001;c211;Zhubný nádor análneho kanála
Skupina onkologických diagnóz 001;c212;Zhubný nádor kloakovej oblasti
Skupina onkologických diagnóz 001;c218;Zhubný nádor rekta, anusu a análneho kanála presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c220;Hepatocelulárny karcinóm
Skupina onkologických diagnóz 001;c221;Karcinóm vnútropečeňových žlčových ciest
Skupina onkologických diagnóz 001;c222;Hepatoblastóm
Skupina onkologických diagnóz 001;c223;Angiosarkóm pečene
Skupina onkologických diagnóz 001;c224;Iný sarkóm pečene
Skupina onkologických diagnóz 001;c227;Iný karcinóm pečene, bližšie určený
Skupina onkologických diagnóz 001;c229;Zhubný nádor pečene, bližšie neurčený
Skupina onkologických diagnóz 001;c23;Zhubný nádor žlčníka
Skupina onkologických diagnóz 001;c240;Zhubný nádor mimopečeňových žlčových ciest
Skupina onkologických diagnóz 001;c241;Zhubný nádor ampulla Vateri
Skupina onkologických diagnóz 001;c248;Zhubný nádor žlčových ciest presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c249;Zhubný nádor žlčových ciest, bližšie neurčený
Skupina onkologických diagnóz 001;c250;Zhubný nádor hlavy podžalúdkovej žľazy
Skupina onkologických diagnóz 001;c251;Zhubný nádor tela podžalúdkovej žľazy
Skupina onkologických diagnóz 001;c252;Zhubný nádor chvosta podžalúdkovej žľazy
Skupina onkologických diagnóz 001;c253;Zhubný nádor vývodu podžalúdkovej žľazy
Skupina onkologických diagnóz 001;c254;Zhubný nádor endokrinnej časti podžalúdkovej žľazy
Skupina onkologických diagnóz 001;c257;Zhubný nádor iných častí podžalúdkovej žľazy
Skupina onkologických diagnóz 001;c258;Zhubný nádor podžalúdkovej žľazy presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c259;Zhubný nádor podžalúdkovej žľazy, bližšie neurčený
Skupina onkologických diagnóz 001;c260;Zhubný nádor bližšie neurčenej časti črevného traktu
Skupina onkologických diagnóz 001;c261;Zhubný nádor sleziny
Skupina onkologických diagnóz 001;c268;Zhubný nádor tráviacej sústavy presahujúci viaceré oblasti
Skupina onkologických diagnóz 001;c269;Zhubný nádor na nepresne určenom mieste tráviacej sústavy
Skupina onkologických diagnóz 001;c490;Zhubný nádor spojivového a mäkkého tkaniva hlavy, tváre a krku
Skupina onkologických diagnóz 001;c491;Zhubný nádor spojivového a mäkkého tkaniva hornej končatiny vrátane pleca
Skupina onkologických diagnóz 001;c492;Zhubný nádor spojivového a mäkkého tkaniva dolnej končatiny vrátane bedra
Skupina onkologických diagnóz 001;c493;Zhubný nádor spojivového a mäkkého tkaniva hrudníka
Skupina onkologických diagnóz 001;c494;Zhubný nádor spojivového a mäkkého tkaniva brucha
Skupina onkologických diagnóz 001;c495;Zhubný nádor spojivového a mäkkého tkaniva malej panvy
Skupina onkologických diagnóz 001;c496;Zhubný nádor spojivového a mäkkého tkaniva trupu, bližšie neurčený
Skupina onkologických diagnóz 001;c498;Zhubný nádor spojivového a mäkkého tkaniva presahujúci viaceré oblasti
