kod_vykonu;nazov_vykonu;nazov_ms;kod_ms;kod_markera;hodnota_markera
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t621a;Parciálna resekcia  hemivertebry;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6231;Parciálna artrektómia, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6232;Parciálna artrektómia, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6233;Parciálna artrektómia, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6234;Parciálna artrektómia, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6241;Totálna artrektómia, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6242;Totálna artrektómia, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6243;Totálna artrektómia, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6244;Totálna artrektómia, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6251;Foraminotómia, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6252;Foraminotómia, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6253;Foraminotómia, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6254;Foraminotómia, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6261;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6262;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6263;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6264;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6271;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6272;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6273;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6274;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t62x1;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t62x2;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t62x3;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t62x4;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6300;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6301;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6310;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6311;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6320;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6321;Kostná náhrada na chrbtici, použite autológnej spongiózy (štepu) alebo kortikospongiózneho štepu;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6322;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6323;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t63x;Kostná náhrada na chrbtici, ostatné;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6601;Osteosyntéza chrbtice drôtovou serklážou, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6602;Osteosyntéza chrbtice drôtovou serklážou, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6603;Osteosyntéza chrbtice drôtovou serklážou, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6604;Osteosyntéza chrbtice drôtovou serklážou, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6611;Osteosyntéza chrbtice skrutkou, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6612;Osteosyntéza chrbtice skrutkou, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6613;Osteosyntéza chrbtice skrutkou, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6614;Osteosyntéza chrbtice skrutkou, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6631;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6632;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6633;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6634;Osteosyntéza chrbtice ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6641;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6642;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6643;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6644;Osteosyntéza chrbtice dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6651;Osteosyntéza chrbtice systémom skrutiek a tyčí, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6652;Osteosyntéza chrbtice systémom skrutiek a tyčí, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6653;Osteosyntéza chrbtice systémom skrutiek a tyčí, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6654;Osteosyntéza chrbtice systémom skrutiek a tyčí, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t66x1;Osteosyntéza chrbtice, ostatné: 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t66x2;Osteosyntéza chrbtice, ostatné: 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t66x3;Osteosyntéza chrbtice, ostatné: 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t66x4;Osteosyntéza chrbtice, ostatné: 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t69x2;Odstránenie osteosyntetického materiálu z chrbtice;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t69x4;Revízia po operácii chrbtice;Paliatívna chirurgická liečba nádorov chrbtice - T1-L5;S55-07;mSTA;T1-L5
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6212;Parciálna excízia tela stavca chrbtice, 2 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t621a;Parciálna resekcia  hemivertebry;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6261;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 1 segment;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6262;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 2 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6263;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 3 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6264;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 4 a viac segmentov;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6271;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 1 segment;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6272;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 2 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6273;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 3 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6274;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 4 a viac segmentov;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t62x1;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 1 segment;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t62x2;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 2 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t62x3;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 3 segmenty;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t62x4;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 4 a viac segmentov;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6991;Vertebroplastika, 1 stavec;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6992;Vertebroplastika, 2 stavce;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6993;Vertebroplastika, 3 stavce;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t6994;Vertebroplastika, 4 a viac stavcov;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t69a1;Kyfoplastika, 1 stavec;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t69a2;Kyfoplastika, 2 stavce;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t69a3;Kyfoplastika, 3 stavce;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5t69a4;Kyfoplastika, 4 a viac stavcov;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
8f60604;Rádiofrekvenčná ablácia stavca transpedikulárnym prístupom;Paliatívna perkutánna chirurgická liečba nádorov chrbtice - T1-S1;S55-08;mSTA;T1-S1
5a90461;Dorzálny prístup k Os sacrum a k Os coccygis;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6212;Parciálna excízia tela stavca chrbtice, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6213;Parciálna excízia tela stavca chrbtice, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6214;Parciálna excízia tela stavca chrbtice, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t621a;Parciálna resekcia  hemivertebry;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t621b;Excízia kostného a kĺbneho tkaniva chrbtice dentis epistrophei;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6251;Foraminotómia, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6252;Foraminotómia, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6253;Foraminotómia, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6254;Foraminotómia, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6261;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6262;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6263;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6264;Excízia z kostného a kĺbneho tkaniva stavcového oblúka, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6271;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6272;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6273;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t6274;Excízia z kostného a kĺbneho tkaniva stavcového oblúka a naliehajúcich štruktúr, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t62x1;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 1 segment;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t62x2;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 2 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t62x3;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 3 segmenty;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t62x4;Excízia z kostného a kĺbneho tkaniva chrbtice, ostatné, 4 a viac segmentov;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5t69x4;Revízia po operácii chrbtice;Paliatívna chirurgická liečba nádorov chrbtice - S1-Co;S55-09;mSTA;S2-Co
5a901a;Prístup ku kraniocervikálnemu spojeniu, transorálne;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a901b;Prístup ku kraniocervikálnemu spojeniu, dorzálne;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a901c;Prístup ku kraniocervikálnemu spojeniu, laterálne;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90201;Dorzálny prístup ku krčnej chrbtici, 1 segment;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90202;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90203;Dorzálny prístup ku krčnej chrbtici, 3 a viac segmentov;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90211;Laminotómia krčnej chrbtice, 1 segment;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90213;Laminotómia krčnej chrbtice, 3 a viac segmentov;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90223;Hemilaminektómia krčnej chrbtice, 3 a viac segmentov;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90231;Laminektómia krčnej chrbtice, 1 segment;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a90233;Laminektómia krčnej chrbtice, 3 a viac segmentov;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5a902x;Iný prístup ku krčnej chrbtici;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5t61e1;Excízia z medzistavcovej platničky: 1 segment;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5t61e2;Excízia z medzistavcovej platničky: 2 segmenty;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5t61e3;Excízia z medzistavcovej platničky: 3 segmenty;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5t61e4;Excízia z medzistavcovej platničky: 4 a viac segmentov;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
5t6211;Parciálna excízia tela stavca chrbtice, 1 segment;Radikálna chirurgická liečba nádorov chrbtice - C0-C7;S55-10;mSTA;C0-C7
