kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
e1230;Diabetes mellitus spojený s podvýživou: s očnými komplikáciami, kompenzovaný;S62-47;Endokrinne podmienené ochorenia očí
e1231;Diabetes mellitus spojený s podvýživou: s očnými komplikáciami, dekompenzovaný;S62-47;Endokrinne podmienené ochorenia očí
e1240;Diabetes mellitus spojený s podvýživou: s nervovými komplikáciami, kompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1241;Diabetes mellitus spojený s podvýživou: s nervovými komplikáciami, dekompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1250;Diabetes mellitus spojený s podvýživou: s periférnymi cievnymi komplikáciami, kompenzovaný;S64-26;Periférne ochorenia ciev
e1251;Diabetes mellitus spojený s podvýživou: s periférnymi cievnymi komplikáciami, dekompenzovaný;S64-26;Periférne ochorenia ciev
e1260;Diabetes mellitus spojený s podvýživou: s inými bližšie určenými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1261;Diabetes mellitus spojený s podvýživou: s inými bližšie určenými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1272;Diabetes mellitus spojený s podvýživou: s inými mnohopočetnými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1273;Diabetes mellitus spojený s podvýživou: s inými mnohopočetnými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1274;Diabetes mellitus spojený s podvýživou: s mnohopočetnými komplikáciami, so syndrómom diabetickej nohy, kompenzovaný;S67-07;Diabetes mellitus
e1275;Diabetes mellitus spojený s podvýživou: s mnohopočetnými komplikáciami, so syndrómom diabetickej nohy, dekompenzovaný;S67-07;Diabetes mellitus
e1280;Diabetes mellitus spojený s podvýživou: s bližšie neurčenými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1281;Diabetes mellitus spojený s podvýživou: s bližšie neurčenými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1290;Diabetes mellitus spojený s podvýživou: bez komplikácií, kompenzovaný;S67-07;Diabetes mellitus
e1291;Diabetes mellitus spojený s podvýživou: bez komplikácií, dekompenzovaný;S67-07;Diabetes mellitus
e1301;Iný diabetes mellitus, bližšie určený: s kómou, dekompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1311;Iný diabetes mellitus, bližšie určený: s ketoacidózou, dekompenzovaný;S67-07;Diabetes mellitus
e1320;Iný diabetes mellitus, bližšie určený: s obličkovými komplikáciami, kompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1321;Iný diabetes mellitus, bližšie určený: s obličkovými komplikáciami, dekompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1330;Iný diabetes mellitus, bližšie určený: s očnými komplikáciami, kompenzovaný;S62-47;Endokrinne podmienené ochorenia očí
e1331;Iný diabetes mellitus, bližšie určený: s očnými komplikáciami, dekompenzovaný;S62-47;Endokrinne podmienené ochorenia očí
e1340;Iný diabetes mellitus, bližšie určený: s nervovými komplikáciami, kompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1341;Iný diabetes mellitus, bližšie určený: s nervovými komplikáciami, dekompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1350;Iný diabetes mellitus, bližšie určený: s periférnymi cievnymi komplikáciami, kompenzovaný;S64-26;Periférne ochorenia ciev
e1351;Iný diabetes mellitus, bližšie určený: s periférnymi cievnymi komplikáciami, dekompenzovaný;S64-26;Periférne ochorenia ciev
e1360;Iný diabetes mellitus, bližšie určený: s inými bližšie určenými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1361;Iný diabetes mellitus, bližšie určený: s inými bližšie určenými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1372;Iný diabetes mellitus, bližšie určený: s inými mnohopočetnými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1373;Iný diabetes mellitus, bližšie určený: s inými mnohopočetnými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1374;Iný diabetes mellitus, bližšie určený: s mnohopočetnými komplikáciami, so syndrómom diabetickej nohy, kompenzovaný;S67-07;Diabetes mellitus
e1375;Iný diabetes mellitus, bližšie určený: s mnohopočetnými komplikáciami, so syndrómom diabetickej nohy, dekompenzovaný;S67-07;Diabetes mellitus
e1380;Iný diabetes mellitus, bližšie určený: s bližšie neurčenými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1381;Iný diabetes mellitus, bližšie určený: s bližšie neurčenými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1390;Iný diabetes mellitus, bližšie určený: bez komplikácií, kompenzovaný;S67-07;Diabetes mellitus
e1391;Iný diabetes mellitus, bližšie určený: bez komplikácií, dekompenzovaný;S67-07;Diabetes mellitus
e1401;Diabetes mellitus, bližšie neurčený: s kómou, dekompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1411;Diabetes mellitus, bližšie neurčený: s ketoacidózou, dekompenzovaný;S67-07;Diabetes mellitus
e1420;Diabetes mellitus, bližšie neurčený: s obličkovými komplikáciami, kompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1421;Diabetes mellitus, bližšie neurčený: s obličkovými komplikáciami, dekompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1430;Diabetes mellitus, bližšie neurčený: s očnými komplikáciami, kompenzovaný;S62-47;Endokrinne podmienené ochorenia očí
e1431;Diabetes mellitus, bližšie neurčený: s očnými komplikáciami, dekompenzovaný;S62-47;Endokrinne podmienené ochorenia očí
e1440;Diabetes mellitus, bližšie neurčený: s nervovými komplikáciami, kompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1441;Diabetes mellitus, bližšie neurčený: s nervovými komplikáciami, dekompenzovaný;S67-02;Diabetes mellitus s kómou / s komplikáciami
e1450;Diabetes mellitus, bližšie neurčený: s periférnymi cievnymi komplikáciami, kompenzovaný;S64-26;Periférne ochorenia ciev
e1451;Diabetes mellitus, bližšie neurčený: s periférnymi cievnymi komplikáciami, dekompenzovaný;S64-26;Periférne ochorenia ciev
e1460;Diabetes mellitus, bližšie neurčený: s inými bližšie určenými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1461;Diabetes mellitus, bližšie neurčený: s inými bližšie určenými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1472;Diabetes mellitus, bližšie neurčený: s inými mnohopočetnými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1473;Diabetes mellitus, bližšie neurčený: s mnohopočetnými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1474;Diabetes mellitus, bližšie neurčený: s mnohopočetnými komplikáciami, so syndrómom diabetickej nohy, kompenzovaný;S67-07;Diabetes mellitus
e1475;Diabetes mellitus, bližšie neurčený: s mnohopočetnými komplikáciami, so syndrómom diabetickej nohy, dekompenzovaný;S67-07;Diabetes mellitus
e1480;Diabetes mellitus, bližšie neurčený: s bližšie neurčenými komplikáciami, kompenzovaný;S67-07;Diabetes mellitus
e1481;Diabetes mellitus, bližšie neurčený: s bližšie neurčenými komplikáciami, dekompenzovaný;S67-07;Diabetes mellitus
e1490;Diabetes mellitus, bližšie neurčený: bez komplikácií, kompenzovaný;S67-07;Diabetes mellitus
e1491;Diabetes mellitus, bližšie neurčený: bez komplikácií, dekompenzovaný;S67-07;Diabetes mellitus
e15;Nediabetická hypoglykemická kóma;S67-09;Stredne závažné poruchy metabolizmu
e160;Hypoglykémia zapríčinená liekmi, bez kómy;S67-08;Endokrinopatie
e161;Iná hypoglykémia;S67-08;Endokrinopatie
e162;Hypoglykémia, bližšie neurčená;S67-09;Stredne závažné poruchy metabolizmu
e163;Zvýšená sekrécia glukagónu;S67-03;Vysoko komplexné endokrinopatie
e164;Abnormálna sekrécia gastrínu;S66-07;Gastrointestinálne krvácanie III
e168;Iná porucha vnútornej sekrécie podžalúdkovej žľazy, bližšie určená;S67-08;Endokrinopatie
e169;Porucha vnútornej sekrécie podžalúdkovej žľazy, bližšie neurčená;S67-08;Endokrinopatie
e200;Idiopatická hypoparatyreóza;S67-08;Endokrinopatie
e201;Pseudohypoparatyreóza;S67-09;Stredne závažné poruchy metabolizmu
e208;Iná hypoparatyreóza;S67-08;Endokrinopatie
e209;Hypoparatyreóza, bližšie neurčená;S67-08;Endokrinopatie
e210;Primárna hyperparatyreóza;S67-08;Endokrinopatie
e211;Sekundárna hyperparatyreóza, nezatriedená inde;S67-08;Endokrinopatie
e212;Iná hyperparatyreóza;S67-08;Endokrinopatie
e213;Hyperparatyreóza, bližšie neurčená;S67-08;Endokrinopatie
e214;Iná bližšie určená choroba prištítnych žliaz;S67-08;Endokrinopatie
e215;Choroba prištítnych žliaz, bližšie neurčená;S67-08;Endokrinopatie
e220;Akromegália a pituitárny gigantizmus;S67-03;Vysoko komplexné endokrinopatie
e221;Hyperprolaktinémia;S67-03;Vysoko komplexné endokrinopatie
e222;Syndróm neprimeranej sekrécie antidiuretického hormónu;S67-03;Vysoko komplexné endokrinopatie
e228;Iná hyperfunkcia hypofýzy;S67-03;Vysoko komplexné endokrinopatie
e229;Hyperfunkcia hypofýzy, bližšie neurčená;S67-03;Vysoko komplexné endokrinopatie
e230;Hypopituitarizmus;S67-03;Vysoko komplexné endokrinopatie
e231;Hypopituitarizmus zapríčinený liekom;S67-03;Vysoko komplexné endokrinopatie
e232;Diabetes insipidus;S67-03;Vysoko komplexné endokrinopatie
e233;Dysfunkcia hypotalamu, nezatriedená inde;S67-03;Vysoko komplexné endokrinopatie
e236;Iná choroba hypofýzy;S67-03;Vysoko komplexné endokrinopatie
e237;Choroba hypofýzy, bližšie neurčená;S67-03;Vysoko komplexné endokrinopatie
e240;Centrálny Cushingov syndróm;S67-03;Vysoko komplexné endokrinopatie
e241;Nelsonov syndróm;S67-03;Vysoko komplexné endokrinopatie
e242;Cushingov syndróm zapríčinený liekom;S67-03;Vysoko komplexné endokrinopatie
e243;Ektopický ACTH-syndróm;S67-03;Vysoko komplexné endokrinopatie
e244;Pseudo-Cushingov syndróm zapríčinený alkoholom;S67-03;Vysoko komplexné endokrinopatie
e248;Periférny Cushingov syndróm;S67-03;Vysoko komplexné endokrinopatie
e249;Cushingov syndróm, bližšie neurčený;S67-03;Vysoko komplexné endokrinopatie
e2500;Adrenogenitálna porucha, typ 3 (nedostatok 21-hydroxylázy), klasická forma;S67-03;Vysoko komplexné endokrinopatie
e2501;Adrenogenitálna porucha, typ 3 (nedostatok 21-hydroxylázy), forma s neskorým nástupom;S67-03;Vysoko komplexné endokrinopatie
e2508;Iná vrodená adrenogenitálna porucha spojená s nedostatkom enzýmov;S67-03;Vysoko komplexné endokrinopatie
e2509;Vrodená adrenogenitálna porucha spojená s nedostatkom enzýmov, bližšie neurčená;S67-03;Vysoko komplexné endokrinopatie
e258;Iná adrenogenitálna porucha;S67-03;Vysoko komplexné endokrinopatie
e259;Adrenogenitálna porucha, bližšie neurčená;S67-03;Vysoko komplexné endokrinopatie
e260;Primárny hyperaldosteronizmus;S67-03;Vysoko komplexné endokrinopatie
e261;Sekundárny hyperaldosteronizmus;S67-03;Vysoko komplexné endokrinopatie
e268;Iný hyperaldosteronizmus;S67-03;Vysoko komplexné endokrinopatie
e269;Hyperaldosteronizmus, bližšie neurčený;S67-03;Vysoko komplexné endokrinopatie
e270;Iná hyperfunkcia kôry nadobličiek;S67-03;Vysoko komplexné endokrinopatie
e271;Primárna nedostatočnosť kôry nadobličiek (Addisonova choroba);S67-03;Vysoko komplexné endokrinopatie
e272;Addisonova kríza;S67-03;Vysoko komplexné endokrinopatie
e273;Nedostatočnosť kôry nadobličiek zapríčinená liekmi;S67-03;Vysoko komplexné endokrinopatie
e274;Iná a bližšie neurčená nedostatočnosť kôry nadobličiek;S67-08;Endokrinopatie
e275;Hyperfunkcia drene nadobličiek;S67-03;Vysoko komplexné endokrinopatie
e278;Iná choroba nadobličiek, bližšie určená;S67-03;Vysoko komplexné endokrinopatie
e279;Choroba nadobličiek, bližšie neurčená;S67-03;Vysoko komplexné endokrinopatie
e280;Porucha funkcie vaječníkov s nadbytkom estrogénov;S60-18;Poruchy menštruačného cyklu a iné ochorenia ženských pohlavných orgánov
e281;Porucha funkcie vaječníkov s nadbytkom androgénov;S60-18;Poruchy menštruačného cyklu a iné ochorenia ženských pohlavných orgánov
e282;Syndróm polycystických ovárií;S60-18;Poruchy menštruačného cyklu a iné ochorenia ženských pohlavných orgánov
e283;Primárna nedostatočnosť vaječníkov;S60-18;Poruchy menštruačného cyklu a iné ochorenia ženských pohlavných orgánov
e288;Iná porucha funkcie vaječníkov;S60-18;Poruchy menštruačného cyklu a iné ochorenia ženských pohlavných orgánov
e289;Porucha funkcie vaječníkov, bližšie neurčená;S60-18;Poruchy menštruačného cyklu a iné ochorenia ženských pohlavných orgánov
e290;Hyperfunkcia semenníkov;S67-03;Vysoko komplexné endokrinopatie
e291;Hypofunkcia semenníkov;S67-03;Vysoko komplexné endokrinopatie
e298;Iná porucha funkcie semenníkov;S67-08;Endokrinopatie
e299;Porucha funkcie semenníkov, bližšie neurčená;S67-08;Endokrinopatie
e300;Oneskorená puberta;S67-08;Endokrinopatie
e301;Predčasná puberta;S67-08;Endokrinopatie
e308;Iná porucha puberty;S67-08;Endokrinopatie
e309;Porucha puberty, bližšie neurčená;S67-08;Endokrinopatie
e310;Autoimunitná polyglandulárna insuficiencia;S67-03;Vysoko komplexné endokrinopatie
e311;Polyglandulárna hyperfunkcia;S67-03;Vysoko komplexné endokrinopatie
e318;Iná polyglandulárna dysfunkcia;S67-08;Endokrinopatie
e319;Polyglandulárna dysfunkcia, bližšie neurčená;S67-08;Endokrinopatie
e320;Pretrvávajúca hyperplázia týmusu;S63-25;Ochorenia retikuloendoteliálneho systému, imunitného systému a poruchy zrážania krvi I
e321;Absces týmusu;S63-03;Ochorenia retikuloendoteliálneho systému, imunitného systému a poruchy zrážania krvi III
e328;Iná choroba týmusu;S63-09;Ochorenia retikuloendoteliálneho systému, imunitného systému a poruchy zrážania krvi II
e329;Choroba týmusu, bližšie neurčená;S63-03;Ochorenia retikuloendoteliálneho systému, imunitného systému a poruchy zrážania krvi III
e340;Karcinoidový syndróm;S67-03;Vysoko komplexné endokrinopatie
e341;Iná hypersekrécia črevných hormónov;S67-03;Vysoko komplexné endokrinopatie
e342;Ektopická sekrécia hormónov, nezatriedená inde;S67-03;Vysoko komplexné endokrinopatie
e343;Nízky vzrast, nezatriedený inde;S67-08;Endokrinopatie
e344;Konštitučne vysoká postava;S67-03;Vysoko komplexné endokrinopatie
e3450;Syndróm čiastočnej rezistencie na androgény;S67-03;Vysoko komplexné endokrinopatie
e3451;Syndróm kompletnej rezistencie na androgény;S67-03;Vysoko komplexné endokrinopatie
e3459;Syndróm rezistencie na androgény, bližšie neurčený;S67-03;Vysoko komplexné endokrinopatie
e348;Iná bližšie určená endokrinná porucha;S67-08;Endokrinopatie
e349;Endokrinná porucha, bližšie neurčená;S67-08;Endokrinopatie
e40;Kvašiorkor;S67-09;Stredne závažné poruchy metabolizmu
e41;Nutričný marazmus;S67-09;Stredne závažné poruchy metabolizmu
e42;Marantický kvašiorkor;S67-09;Stredne závažné poruchy metabolizmu
e43;Ťažká proteínovo-energetická podvýživa, bližšie neurčená;S67-09;Stredne závažné poruchy metabolizmu
e440;Proteínovo-energetická podvýživa stredného stupňa;S67-09;Stredne závažné poruchy metabolizmu
e441;Proteínovo-energetická podvýživa mierneho stupňa;S67-09;Stredne závažné poruchy metabolizmu
e45;Zaostávanie vo vývine v dôsledku proteínovo-energetickej podvýživy;S67-09;Stredne závažné poruchy metabolizmu
e46;Proteínovo-energetická podvýživa, bližšie neurčená;S67-09;Stredne závažné poruchy metabolizmu
e500;Nedostatok vitamínu A so xerózou spojovky;S62-48;Iné ochorenia oka a očných adnexov
e501;Nedostatok vitamínu A s Bitotovými škvrnami a xerózou spojovky;S62-48;Iné ochorenia oka a očných adnexov
e502;Nedostatok vitamínu A s xerózou rohovky;S62-48;Iné ochorenia oka a očných adnexov
e503;Nedostatok vitamínu A s ulceráciou a xerózou rohovky;S62-48;Iné ochorenia oka a očných adnexov
e504;Nedostatok vitamínu A s keratomaláciou;S62-48;Iné ochorenia oka a očných adnexov
e505;Nedostatok vitamínu A s nočnou slepotou;S62-48;Iné ochorenia oka a očných adnexov
e506;Nedostatok vitamínu A so xeroftalmickými jazvami rohovky;S62-48;Iné ochorenia oka a očných adnexov
e507;Iné očné prejavy nedostatku vitamínu A;S62-48;Iné ochorenia oka a očných adnexov
e508;Iné prejavy nedostatku vitamínu A;S67-12;Poruchy metabolizmu
e509;Nedostatok vitamínu A, bližšie neurčený;S67-12;Poruchy metabolizmu
e511;Beri-beri;S67-12;Poruchy metabolizmu
e512;Wernickeho encefalopatia;S67-12;Poruchy metabolizmu
e518;Iný prejav nedostatku tiamínu;S67-12;Poruchy metabolizmu
e519;Nedostatok tiamínu, bližšie neurčený;S67-12;Poruchy metabolizmu
